OBJECTID,Transect,Elevation,UTM_X,UTM_Y,Date,,,,,
20848,MC34T2,907,565169.9066,4859327.833,6/4/2019,2:46:00,0:00:00,46,12:00 AM,0
20849,MC34T2,889,565170.6572,4859341.392,6/4/2019,2:47:00,0:00:00,47,12:00 AM,1
20850,MC34T2,899,565178.1166,4859350.795,6/4/2019,2:48:00,0:00:00,48,12:00 AM,1
20851,MC34T2,894,565209.754,4859344.219,6/4/2019,2:49:00,0:00:00,49,12:00 AM,1
20852,MC34T2,890,565211.6536,4859322.578,6/4/2019,2:50:00,0:00:00,50,12:00 AM,1
20853,MC34T2,928,565233.6307,4859318.018,6/4/2019,2:51:00,0:00:00,51,12:00 AM,1
20854,MC34T2,962,565227.5357,4859267.862,6/4/2019,2:52:00,0:00:00,52,12:00 AM,1
20855,MC34T2,962,565218.0278,4859238,6/4/2019,2:53:00,0:00:00,53,12:00 AM,1
20856,MC34T2,967,565232.4498,4859209.262,6/4/2019,2:54:00,0:00:00,54,12:00 AM,1
20857,MC34T2,896,565223.0255,4859219.944,6/4/2019,2:55:00,0:00:00,55,12:00 AM,1
20858,MC34T2,918.25,565211.411,4859175.51,6/4/2019,2:56:00,0:00:00,56,12:00 AM,1
20859,MC34T2,919,565210.1951,4859176.609,6/4/2019,2:56:00,0:00:00,56,12:00 AM,0
20860,MC34T2,920,565212.0798,4859172.851,6/4/2019,2:56:00,0:00:00,56,12:00 AM,0
20861,MC34T2,928,565212.5761,4859146.864,6/4/2019,2:57:00,0:00:00,57,12:00 AM,1
20862,MC34T2,927,565207.5694,4859124.933,6/4/2019,2:58:00,0:00:00,58,12:00 AM,1
20863,MC34T2,917,565217.5507,4859114.811,6/4/2019,2:59:00,0:00:00,59,12:00 AM,1
20864,MC34T2,918.25,565218.9967,4859114.826,6/4/2019,2:59:00,0:00:00,59,12:00 AM,0
20865,MC34T2,865.36,565254.8539,4859144.947,6/4/2019,3:04:00,0:00:00,4,12:00 AM,-55
20866,MC34T3,886,565618.2908,4859000.907,6/4/2019,3:10:00,0:00:00,10,12:00 AM,6
20867,MC34T3,892,565644.1584,4859001.163,6/4/2019,3:10:00,0:00:00,10,12:00 AM,0
20868,MC34T3,892,565726.8147,4859010.867,6/4/2019,3:11:00,0:00:00,11,12:00 AM,1
20869,MC34T3,901,565780.1787,4859033.5,6/4/2019,3:12:00,0:00:00,12,12:00 AM,1
20870,MC34T3,897,565776.6715,4859038.797,6/4/2019,3:13:00,0:00:00,13,12:00 AM,1
20871,MC34T3,909,565753.3759,4859062.781,6/4/2019,3:14:00,0:00:00,14,12:00 AM,1
20872,MC34T3,900,565740.4323,4859063.652,6/4/2019,3:15:00,0:00:00,15,12:00 AM,1
20873,MC34T3,919,565734.9555,4859081.259,6/4/2019,3:16:00,0:00:00,16,12:00 AM,1
20874,MC34T3,921,565735.7996,4859093.375,6/4/2019,3:17:00,0:00:00,17,12:00 AM,1
20875,MC34T3,943,565742.1273,4859103.434,6/4/2019,3:18:00,0:00:00,18,12:00 AM,1
20876,MC34T3,958,565768.7528,4859132.578,6/4/2019,3:19:00,0:00:00,19,12:00 AM,1
20877,MC34T3,963,565773.8732,4859134.739,6/4/2019,3:20:00,0:00:00,20,12:00 AM,1
20878,MC34T3,967,565781.8614,4859147.481,6/4/2019,3:20:00,0:00:00,20,12:00 AM,0
20879,MC34T3,969,565787.9523,4859157.094,6/4/2019,3:21:00,0:00:00,21,12:00 AM,1
20880,MC34T3,968,565787.9292,4859159.427,6/4/2019,3:23:00,0:00:00,23,12:00 AM,2
20881,MC34T3,973,565772.0609,4859228.47,6/4/2019,3:24:00,0:00:00,24,12:00 AM,1
20882,MC34T3,975,565774.8208,4859225.61,6/4/2019,3:25:00,0:00:00,25,12:00 AM,1
20883,MC34T3,987,565779.754,4859222.326,6/4/2019,3:26:00,0:00:00,26,12:00 AM,1
20884,MC34T3,997,565777.4695,4859225.858,6/4/2019,3:29:00,0:00:00,29,12:00 AM,3
20885,MC34T3,994,565777.9515,4859225.863,6/4/2019,3:30:00,0:00:00,30,12:00 AM,1
20886,MC34T3,997,565778.8286,4859226.538,6/4/2019,3:30:00,0:00:00,30,12:00 AM,0
20887,MC34T3,1000,565782.7142,4859231.686,6/4/2019,3:31:00,0:00:00,31,12:00 AM,1
20888,MC34T3,1003,565788.18,4859239.515,6/4/2019,3:32:00,0:00:00,32,12:00 AM,1
20889,MC34T3,1000,565802.1191,4859259.759,6/4/2019,3:33:00,0:00:00,33,12:00 AM,1
20890,MC34T3,998,565817.5525,4859283.238,6/4/2019,3:34:00,0:00:00,34,12:00 AM,1
20891,MC34T3,1001,565837.789,4859308.431,6/4/2019,3:35:00,0:00:00,35,12:00 AM,1
20892,MC34T3,1006,565840.0592,4859306.343,6/4/2019,3:36:00,0:00:00,36,12:00 AM,1
20893,MC34T3,1036,565839.2636,4859305.557,6/4/2019,3:38:00,0:00:00,38,12:00 AM,2
20894,MC34T3,1032,565835.3294,4859337.731,6/4/2019,3:39:00,0:00:00,39,12:00 AM,1
20895,MC34T3,1029.61,565804.7368,4859327.986,6/4/2019,3:40:00,0:00:00,40,12:00 AM,1
20896,MC34T3,1030,565803.8465,4859328.643,6/4/2019,3:40:00,0:00:00,40,12:00 AM,0
20897,MC34T3,1028,565788.1799,4859328.71,6/4/2019,3:40:00,0:00:00,40,12:00 AM,0
20898,MC34T3,1031,565741.2713,4859311.584,6/4/2019,3:41:00,0:00:00,41,12:00 AM,1
20899,MC34T3,1037,565706.8953,4859302.58,6/4/2019,3:42:00,0:00:00,42,12:00 AM,1
20900,MC34T3,1042,565729.8954,4859340.796,6/4/2019,3:43:00,0:00:00,43,12:00 AM,1
20901,MC34T3,1060,565737.0428,4859373.523,6/4/2019,3:44:00,0:00:00,44,12:00 AM,1
20902,MC34T3,1062,565727.7842,4859399.868,6/4/2019,3:45:00,0:00:00,45,12:00 AM,1
20903,MC34T3,1058,565723.5534,4859429.594,6/4/2019,3:46:00,0:00:00,46,12:00 AM,1
20904,MC34T3,1082,565748.0142,4859450.053,6/4/2019,3:47:00,0:00:00,47,12:00 AM,1
20905,MC34T3,1095,565746.9602,4859483.476,6/4/2019,3:48:00,0:00:00,48,12:00 AM,1
20906,MC34T3,1096,565756.7559,4859524.561,6/4/2019,3:49:00,0:00:00,49,12:00 AM,1
20907,MC34T3,1096,565751.4764,4859546.613,6/4/2019,3:50:00,0:00:00,50,12:00 AM,1
20908,MC34T3,1095,565743.4953,4859541.313,6/4/2019,3:50:00,0:00:00,50,12:00 AM,0
20909,MC34T3,1103,565705.5687,4859558.377,6/4/2019,3:51:00,0:00:00,51,12:00 AM,1
20910,MC34T3,1121,565684.4734,4859563.166,6/4/2019,3:52:00,0:00:00,52,12:00 AM,1
20911,MC34T3,1124,565683.9073,4859604.148,6/4/2019,3:53:00,0:00:00,53,12:00 AM,1
20912,MC34T3,1130,565659.0044,4859644.667,6/4/2019,3:54:00,0:00:00,54,12:00 AM,1
20913,MC34T3,1129,565648.3196,4859693.435,6/4/2019,3:55:00,0:00:00,55,12:00 AM,1
20914,MC34T3,1139,565643.097,4859734.149,6/4/2019,3:56:00,0:00:00,56,12:00 AM,1
20915,MC34T3,1141,565627.6214,4859771.873,6/4/2019,3:57:00,0:00:00,57,12:00 AM,1
20916,MC34T3,1152,565617.6079,4859801.543,6/4/2019,3:58:00,0:00:00,58,12:00 AM,1
20917,MC34T3,1159,565628.1279,4859785.652,6/4/2019,3:59:00,0:00:00,59,12:00 AM,1
20918,MC34T3,1154,565629.6932,4859765.451,6/4/2019,4:00:00,0:00:00,0,12:00 AM,-59
20919,MC34T3,1152,565637.3172,4859749.976,6/4/2019,4:00:00,0:00:00,0,12:00 AM,0
20920,MC34T3,1135,565652.9555,4859695.814,6/4/2019,4:01:00,0:00:00,1,12:00 AM,1
20921,MC34T3,1125,565659.799,4859653.672,6/4/2019,4:02:00,0:00:00,2,12:00 AM,1
20922,MC34T3,1121,565679.7731,4859599.775,6/4/2019,4:03:00,0:00:00,3,12:00 AM,1
20923,MC34T3,1118,565698.6372,4859544.423,6/4/2019,4:04:00,0:00:00,4,12:00 AM,1
20924,MC34T3,1108,565680.3265,4859511.364,6/4/2019,4:05:00,0:00:00,5,12:00 AM,1
20925,MC34T3,1103,565677.6629,4859463.907,6/4/2019,4:06:00,0:00:00,6,12:00 AM,1
20926,MC34T3,1089,565667.3296,4859428.372,6/4/2019,4:07:00,0:00:00,7,12:00 AM,1
20927,MC34T3,1081,565631.3912,4859406.801,6/4/2019,4:08:00,0:00:00,8,12:00 AM,1
20928,MC34T3,1064,565604.2983,4859368.1,6/4/2019,4:09:00,0:00:00,9,12:00 AM,1
20929,MC34T3,1045,565612.611,4859331.749,6/4/2019,4:10:00,0:00:00,10,12:00 AM,1
20930,MC34T3,1043,565611.0759,4859332.623,6/4/2019,4:10:00,0:00:00,10,12:00 AM,0
20931,MC34T3,1037,565598.2597,4859304.393,6/4/2019,4:11:00,0:00:00,11,12:00 AM,1
20932,MC34T3,1031,565629.7673,4859270.382,6/4/2019,4:12:00,0:00:00,12,12:00 AM,1
20933,MC34T3,1017,565681.7592,4859212.248,6/4/2019,4:13:00,0:00:00,13,12:00 AM,1
20934,MC34T3,1008,565722.0076,4859204.315,6/4/2019,4:14:00,0:00:00,14,12:00 AM,1
20935,MC34T3,1002,565709.2533,4859186.083,6/4/2019,4:15:00,0:00:00,15,12:00 AM,1
20936,MC34T3,980,565698.4435,4859174.313,6/4/2019,4:16:00,0:00:00,16,12:00 AM,1
20937,MC34T3,940,565691.8151,4859137.815,6/4/2019,4:17:00,0:00:00,17,12:00 AM,1
20938,MC34T3,936,565707.3827,4859107.2,6/4/2019,4:18:00,0:00:00,18,12:00 AM,1
20939,MC34T3,930,565743.0856,4859071.565,6/4/2019,4:19:00,0:00:00,19,12:00 AM,1
20940,MC34T3,923,565732.9017,4859037.141,6/4/2019,4:20:00,0:00:00,20,12:00 AM,1
20941,MC34T3,923,565734.9925,4859036.94,6/4/2019,4:20:00,0:00:00,20,12:00 AM,0
20942,MC34T3,916,565744.2022,4859015.593,6/4/2019,4:21:00,0:00:00,21,12:00 AM,1
20943,MC34T3,910,565726.675,4859008.755,6/4/2019,4:21:00,0:00:00,21,12:00 AM,0
21037,MC35T1,1464.05,575180.0803,4860322.618,6/4/2019,8:04:00,0:00:00,4,12:00 AM,#REF!
21038,MC35T1,1468,575160.1784,4860327.946,6/4/2019,8:04:00,0:00:00,4,12:00 AM,0
21039,MC35T1,1467,575136.9718,4860355.565,6/4/2019,8:05:00,0:00:00,5,12:00 AM,1
21040,MC35T1,1425,575085.5377,4860421.52,6/4/2019,8:06:00,0:00:00,6,12:00 AM,1
21041,MC35T1,1433,575022.0683,4860486.34,6/4/2019,8:06:00,0:00:00,6,12:00 AM,0
21042,MC35T1,1437,574936.5264,4860492.816,6/4/2019,8:07:00,0:00:00,7,12:00 AM,1
21043,MC35T1,1441,574919.7684,4860568.383,6/4/2019,8:08:00,0:00:00,8,12:00 AM,1
21044,MC35T1,1393,574935.4735,4860657.203,6/4/2019,8:09:00,0:00:00,9,12:00 AM,1
21045,MC35T1,1391,574957.6998,4860737.543,6/4/2019,8:10:00,0:00:00,10,12:00 AM,1
21046,MC35T1,1391,574981.6248,4860831.01,6/4/2019,8:11:00,0:00:00,11,12:00 AM,1
21047,MC35T1,1394,575011.915,4860922.66,6/4/2019,8:12:00,0:00:00,12,12:00 AM,1
21048,MC35T1,1405,575087.7192,4860959.952,6/4/2019,8:13:00,0:00:00,13,12:00 AM,1
21049,MC35T1,1403,575108.1949,4861024.389,6/4/2019,8:14:00,0:00:00,14,12:00 AM,1
21050,MC35T1,1401,575108.2898,4861044.384,6/4/2019,8:14:00,0:00:00,14,12:00 AM,0
21051,MC35T1,1397,575107.2294,4861109.688,6/4/2019,8:15:00,0:00:00,15,12:00 AM,1
8131,MC35T2,1531.13,576850.0817,4859453.873,6/10/2019,10:03:00,0:00:00,3,12:00 AM,-12
8132,MC35T2,1533.54,576850.0817,4859453.873,6/10/2019,10:03:00,0:00:00,3,12:00 AM,0
8133,MC35T2,1533,576848.9494,4859454.526,6/10/2019,10:03:00,0:00:00,3,12:00 AM,0
8134,MC35T2,1522,576863.8001,4859469.472,6/10/2019,10:04:00,0:00:00,4,12:00 AM,1
8135,MC35T2,1524,576873.5051,4859491.689,6/10/2019,10:05:00,0:00:00,5,12:00 AM,1
8136,MC35T2,1525,576897.5518,4859517.294,6/10/2019,10:06:00,0:00:00,6,12:00 AM,1
8137,MC35T2,1524,576886.5567,4859544.049,6/10/2019,10:07:00,0:00:00,7,12:00 AM,1
8138,MC35T2,1524,576883.6401,4859573.896,6/10/2019,10:08:00,0:00:00,8,12:00 AM,1
8139,MC35T2,1521,576862.7017,4859605.978,6/10/2019,10:09:00,0:00:00,9,12:00 AM,1
8140,MC35T2,1522,576850.4313,4859624.942,6/10/2019,10:10:00,0:00:00,10,12:00 AM,1
8141,MC35T2,1521,576842.6965,4859654.622,6/10/2019,10:11:00,0:00:00,11,12:00 AM,1
8142,MC35T2,1517,576831.8355,4859669.825,6/10/2019,10:11:00,0:00:00,11,12:00 AM,0
8143,MC35T2,1513,576814.7341,4859703.618,6/10/2019,10:12:00,0:00:00,12,12:00 AM,1
8144,MC35T2,1512,576816.5174,4859709.193,6/10/2019,10:13:00,0:00:00,13,12:00 AM,1
8145,MC35T2,1507,576827.9354,4859722.211,6/10/2019,10:13:00,0:00:00,13,12:00 AM,0
8146,MC35T2,1496,576834.0421,4859756.827,6/10/2019,10:14:00,0:00:00,14,12:00 AM,1
8147,MC35T2,1496,576846.979,4859791.301,6/10/2019,10:15:00,0:00:00,15,12:00 AM,1
8148,MC35T2,1494,576864.808,4859826.498,6/10/2019,10:16:00,0:00:00,16,12:00 AM,1
8149,MC35T2,1501,576875.2455,4859861.721,6/10/2019,10:17:00,0:00:00,17,12:00 AM,1
8150,MC35T2,1499,576862.1537,4859875.343,6/10/2019,10:18:00,0:00:00,18,12:00 AM,1
8151,MC35T2,1496,576856.9148,4859925.38,6/10/2019,10:19:00,0:00:00,19,12:00 AM,1
8152,MC35T2,1486,576861.6176,4859970.2,6/10/2019,10:20:00,0:00:00,20,12:00 AM,1
8153,MC35T2,1486,576887.0854,4860032.479,6/10/2019,10:21:00,0:00:00,21,12:00 AM,1
8154,MC35T2,1486,576888.0675,4860065.592,6/10/2019,10:22:00,0:00:00,22,12:00 AM,1
8155,MC35T2,1483,576885.2401,4860073.89,6/10/2019,10:23:00,0:00:00,23,12:00 AM,1
8156,MC35T2,1481,576891.7628,4860086.407,6/10/2019,10:23:00,0:00:00,23,12:00 AM,0
8157,MC35T2,1480,576903.6018,4860125.423,6/10/2019,10:24:00,0:00:00,24,12:00 AM,1
8158,MC35T2,1481,576892.718,4860156.51,6/10/2019,10:25:00,0:00:00,25,12:00 AM,1
8159,MC35T2,1482,576897.1925,4860186.332,6/10/2019,10:26:00,0:00:00,26,12:00 AM,1
8160,MC35T2,1484,576899.5286,4860206.576,6/10/2019,10:27:00,0:00:00,27,12:00 AM,1
8161,MC35T2,1485,576899.1554,4860238.785,6/10/2019,10:28:00,0:00:00,28,12:00 AM,1
8162,MC35T2,1485,576908.5918,4860256.334,6/10/2019,10:29:00,0:00:00,29,12:00 AM,1
8163,MC35T2,1484,576931.6557,4860276.374,6/10/2019,10:30:00,0:00:00,30,12:00 AM,1
8164,MC35T2,1484,576938.7722,4860300.006,6/10/2019,10:31:00,0:00:00,31,12:00 AM,1
8165,MC35T2,1483,576947.112,4860328.983,6/10/2019,10:32:00,0:00:00,32,12:00 AM,1
8166,MC35T2,1482,576954.2255,4860366.722,6/10/2019,10:33:00,0:00:00,33,12:00 AM,1
8167,MC35T2,1482,576954.5992,4860376.058,6/10/2019,10:33:00,0:00:00,33,12:00 AM,0
8168,MC35T2,1487,576942.8661,4860411.134,6/10/2019,10:34:00,0:00:00,34,12:00 AM,1
8169,MC35T2,1484,576945.842,4860452.38,6/10/2019,10:35:00,0:00:00,35,12:00 AM,1
8170,MC35T2,1485,576954.6518,4860461.591,6/10/2019,10:36:00,0:00:00,36,12:00 AM,1
8171,MC35T2,1483,576950.8671,4860490.095,6/10/2019,10:37:00,0:00:00,37,12:00 AM,1
8172,MC35T2,1479,576952.524,4860527.326,6/10/2019,10:38:00,0:00:00,38,12:00 AM,1
8173,MC35T2,1474,576937.2639,4860547.921,6/10/2019,10:39:00,0:00:00,39,12:00 AM,1
8174,MC35T2,1469,576915.3156,4860570.328,6/10/2019,10:40:00,0:00:00,40,12:00 AM,1
8175,MC35T2,1465,576900.9263,4860592.044,6/10/2019,10:41:00,0:00:00,41,12:00 AM,1
8176,MC35T2,1462,576866.6733,4860615.752,6/10/2019,10:42:00,0:00:00,42,12:00 AM,1
8177,MC35T2,1461,576841.4441,4860637.12,6/10/2019,10:43:00,0:00:00,43,12:00 AM,1
8178,MC35T2,1462,576841.552,4860641.676,6/10/2019,10:43:00,0:00:00,43,12:00 AM,0
8179,MC35T2,1463,576842.9603,4860658.799,6/10/2019,10:44:00,0:00:00,44,12:00 AM,1
8180,MC35T2,1460,576853.3976,4860707.795,6/10/2019,10:45:00,0:00:00,45,12:00 AM,1
8181,MC35T2,1459,576854.5892,4860736.69,6/10/2019,10:46:00,0:00:00,46,12:00 AM,1
8182,MC35T2,1458,576848.019,4860783.824,6/10/2019,10:47:00,0:00:00,47,12:00 AM,1
8183,MC35T2,1458,576840.8342,4860807.734,6/10/2019,10:48:00,0:00:00,48,12:00 AM,1
8184,MC35T2,1458,576835.8718,4860840.89,6/10/2019,10:49:00,0:00:00,49,12:00 AM,1
8185,MC35T2,1457,576848.2192,4860870.581,6/10/2019,10:50:00,0:00:00,50,12:00 AM,1
8186,MC35T2,1454,576840.6644,4860884.823,6/10/2019,10:51:00,0:00:00,51,12:00 AM,1
8187,MC35T2,1451,576847.3487,4860918.002,6/10/2019,10:52:00,0:00:00,52,12:00 AM,1
8188,MC35T2,1450,576860.5049,4860940.26,6/10/2019,10:53:00,0:00:00,53,12:00 AM,1
8189,MC35T2,1450,576861.0555,4860941.266,6/10/2019,10:53:00,0:00:00,53,12:00 AM,0
8190,MC35T2,1446,576861.9722,4860952.274,6/10/2019,10:54:00,0:00:00,54,12:00 AM,1
8191,MC35T2,1447,576864.393,4860965.187,6/10/2019,10:55:00,0:00:00,55,12:00 AM,1
8192,MC35T2,1443,576854.497,4860987.4,6/10/2019,10:56:00,0:00:00,56,12:00 AM,1
8193,MC35T2,1440,576852.0279,4861034.136,6/10/2019,10:57:00,0:00:00,57,12:00 AM,1
8194,MC35T2,1437,576847.3516,4861063.408,6/10/2019,10:58:00,0:00:00,58,12:00 AM,1
8195,MC35T2,1435,576842.5767,4861108.118,6/10/2019,10:59:00,0:00:00,59,12:00 AM,1
8196,MC35T2,1432,576845.8089,4861127.262,6/10/2019,11:00:00,0:00:00,0,12:00 AM,-59
8197,MC35T2,1432,576844.45,4861126.691,6/10/2019,11:01:00,0:00:00,1,12:00 AM,1
8198,MC35T2,1431,576843.007,4861126.452,6/10/2019,11:03:00,0:00:00,3,12:00 AM,2
8199,MC35T2,1431,576842.9929,4861127.673,6/10/2019,11:07:00,0:00:00,7,12:00 AM,4
8200,MC35T2,1431,576852.3755,4861135.891,6/10/2019,11:08:00,0:00:00,8,12:00 AM,1
8201,MC35T2,1431,576855.7658,4861141.373,6/10/2019,11:09:00,0:00:00,9,12:00 AM,1
8202,MC35T2,1429,576854.9741,4861154.249,6/10/2019,11:10:00,0:00:00,10,12:00 AM,1
8203,MC35T2,1429,576860.9841,4861183.2,6/10/2019,11:11:00,0:00:00,11,12:00 AM,1
8204,MC35T2,1429,576873.4085,4861213.114,6/10/2019,11:12:00,0:00:00,12,12:00 AM,1
8205,MC35T2,1429,576876.8782,4861225.595,6/10/2019,11:12:00,0:00:00,12,12:00 AM,0
8238,MC35T3,1497.51,577760.6429,4861485.605,6/10/2019,11:32:00,0:00:00,32,12:00 AM,20
8239,MC35T3,1497,577759.2738,4861485.923,6/10/2019,11:32:00,0:00:00,32,12:00 AM,0
8240,MC35T3,1496,577762.0441,4861468.848,6/10/2019,11:32:00,0:00:00,32,12:00 AM,0
8241,MC35T3,1492,577755.9285,4861435.563,6/10/2019,11:33:00,0:00:00,33,12:00 AM,1
8242,MC35T3,1491,577746.5624,4861412.349,6/10/2019,11:34:00,0:00:00,34,12:00 AM,1
8243,MC35T3,1491,577757.0937,4861377.259,6/10/2019,11:35:00,0:00:00,35,12:00 AM,1
8244,MC35T3,1491,577747.9805,4861346.16,6/10/2019,11:36:00,0:00:00,36,12:00 AM,1
8245,MC35T3,1491,577734.5301,4861301.348,6/10/2019,11:37:00,0:00:00,37,12:00 AM,1
8246,MC35T3,1491,577737.5902,4861266.393,6/10/2019,11:38:00,0:00:00,38,12:00 AM,1
8247,MC35T3,1493,577741.1143,4861226.112,6/10/2019,11:39:00,0:00:00,39,12:00 AM,1
8248,MC35T3,1494,577743.6408,4861188.707,6/10/2019,11:40:00,0:00:00,40,12:00 AM,1
8249,MC35T3,1494,577739.5586,4861153.224,6/10/2019,11:41:00,0:00:00,41,12:00 AM,1
8250,MC35T3,1493,577724.6522,4861150.383,6/10/2019,11:42:00,0:00:00,42,12:00 AM,1
8251,MC35T3,1488,577705.4562,4861136.606,6/10/2019,11:42:00,0:00:00,42,12:00 AM,0
8252,MC35T3,1487,577681.694,4861094.339,6/10/2019,11:43:00,0:00:00,43,12:00 AM,1
8253,MC35T3,1488,577662.0931,4861060.23,6/10/2019,11:44:00,0:00:00,44,12:00 AM,1
8254,MC35T3,1490,577651.3559,4861030.557,6/10/2019,11:45:00,0:00:00,45,12:00 AM,1
8255,MC35T3,1492,577632.7343,4860988.239,6/10/2019,11:46:00,0:00:00,46,12:00 AM,1
8256,MC35T3,1497,577621.3712,4860957.114,6/10/2019,11:47:00,0:00:00,47,12:00 AM,1
8257,MC35T3,1501,577612.9406,4860929.356,6/10/2019,11:48:00,0:00:00,48,12:00 AM,1
8258,MC35T3,1504,577594.5267,4860896.705,6/10/2019,11:49:00,0:00:00,49,12:00 AM,1
8259,MC35T3,1505,577573.3997,4860876.241,6/10/2019,11:50:00,0:00:00,50,12:00 AM,1
8260,MC35T3,1506,577559.6848,4860853.865,6/10/2019,11:51:00,0:00:00,51,12:00 AM,1
8261,MC35T3,1506,577556.197,4860829.275,6/10/2019,11:52:00,0:00:00,52,12:00 AM,1
8262,MC35T3,1506,577556.0509,4860814.277,6/10/2019,11:52:00,0:00:00,52,12:00 AM,0
8263,MC35T3,1505,577534.3682,4860779.477,6/10/2019,11:53:00,0:00:00,53,12:00 AM,1
8264,MC35T3,1505,577520.9057,4860749.217,6/10/2019,11:54:00,0:00:00,54,12:00 AM,1
8265,MC35T3,1506,577508.6194,4860714.527,6/10/2019,11:55:00,0:00:00,55,12:00 AM,1
8266,MC35T3,1507,577509.677,4860678.993,6/10/2019,11:56:00,0:00:00,56,12:00 AM,1
8267,MC35T3,1507,577496.6456,4860646.183,6/10/2019,11:57:00,0:00:00,57,12:00 AM,1
8268,MC35T3,1509,577496.2635,4860644.512,6/10/2019,11:58:00,0:00:00,58,12:00 AM,1
8269,MC35T3,1510,577510.5057,4860621.796,6/10/2019,11:59:00,0:00:00,59,12:00 AM,1
8270,MC35T3,1512,577499.7554,4860586.235,6/11/2019,,,,,-59
8271,MC35T3,1512,577475.2773,4860556.846,6/11/2019,12:01:00,0:00:00,1,12:00 PM,1
8272,MC35T3,1514,577485.5284,4860531.973,6/11/2019,12:02:00,0:00:00,2,12:00 PM,1
8273,MC35T3,1515,577485.7227,4860529.087,6/11/2019,12:02:00,0:00:00,2,12:00 PM,0
8274,MC35T3,1516,577483.8239,4860505.96,6/11/2019,12:03:00,0:00:00,3,12:00 PM,1
8275,MC35T3,1517,577478.456,4860463.464,6/11/2019,12:04:00,0:00:00,4,12:00 PM,1
8276,MC35T3,1517,577482.2637,4860426.296,6/11/2019,12:05:00,0:00:00,5,12:00 PM,1
8277,MC35T3,1516,577472.2371,4860390.633,6/11/2019,12:06:00,0:00:00,6,12:00 PM,1
8278,MC35T3,1513,577459.6169,4860350.052,6/11/2019,12:07:00,0:00:00,7,12:00 PM,1
8279,MC35T3,1512,577437.4229,4860331.353,6/11/2019,12:08:00,0:00:00,8,12:00 PM,1
8280,MC35T3,1510,577411.5573,4860317.5,6/11/2019,12:09:00,0:00:00,9,12:00 PM,1
8281,MC35T3,1510,577412.5302,4860289.185,6/11/2019,12:10:00,0:00:00,10,12:00 PM,1
8282,MC35T3,1509,577391.1079,4860280.049,6/11/2019,12:11:00,0:00:00,11,12:00 PM,1
8283,MC35T3,1509,577366.4506,4860252.102,6/11/2019,12:12:00,0:00:00,12,12:00 PM,1
8284,MC35T3,1509,577366.29,4860252.1,6/11/2019,12:12:00,0:00:00,12,12:00 PM,0
8285,MC35T3,1511,577364.423,4860233.084,6/11/2019,12:13:00,0:00:00,13,12:00 PM,1
8286,MC35T3,1514,577375.5305,4860210.553,6/11/2019,12:14:00,0:00:00,14,12:00 PM,1
8287,MC35T3,1516,577365.7051,4860178.224,6/11/2019,12:15:00,0:00:00,15,12:00 PM,1
8288,MC35T3,1518,577366.4404,4860115.139,6/11/2019,12:16:00,0:00:00,16,12:00 PM,1
8289,MC35T3,1518,577357.4659,4860071.824,6/11/2019,12:17:00,0:00:00,17,12:00 PM,1
8290,MC35T3,1517,577359.2355,4860057.848,6/11/2019,12:18:00,0:00:00,18,12:00 PM,1
8291,MC35T3,1518,577362.0195,4860053.326,6/11/2019,12:19:00,0:00:00,19,12:00 PM,1
8292,MC35T3,1517,577395.588,4860012.951,6/11/2019,12:20:00,0:00:00,20,12:00 PM,1
8293,MC35T3,1518,577402.7186,4859993.928,6/11/2019,12:21:00,0:00:00,21,12:00 PM,1
8294,MC35T3,1517,577410.4321,4859938.699,6/11/2019,12:22:00,0:00:00,22,12:00 PM,1
8295,MC35T3,1517,577412.1901,4859932.61,6/11/2019,12:22:00,0:00:00,22,12:00 PM,0
8296,MC35T3,1515,577414.2293,4859923.081,6/11/2019,12:22:00,0:00:00,22,12:00 PM,0
6731,MC36T1,863.16,546563.296,4888180.522,5/24/2019,5:05:00,0:00:00,5,12:00 AM,-17
6732,MC36T1,862,546562.5747,4888180.739,5/24/2019,5:05:00,0:00:00,5,12:00 AM,0
6733,MC36T1,862,546562.7331,4888180.963,5/24/2019,5:05:00,0:00:00,5,12:00 AM,0
6734,MC36T1,861,546628.6115,4888184.761,5/24/2019,5:06:00,0:00:00,6,12:00 AM,1
6735,MC36T1,875,546669.0167,4888171.497,5/24/2019,5:06:00,0:00:00,6,12:00 AM,0
6736,MC36T1,888,546723.0923,4888170.436,5/24/2019,5:07:00,0:00:00,7,12:00 AM,1
6737,MC36T1,898,546732.0972,4888163.836,5/24/2019,5:08:00,0:00:00,8,12:00 AM,1
6738,MC36T1,904,546788.3606,4888147.574,5/24/2019,5:09:00,0:00:00,9,12:00 AM,1
6739,MC36T1,912,546793.406,4888079.187,5/24/2019,5:10:00,0:00:00,10,12:00 AM,1
6740,MC36T1,914,546802.1457,4888064.92,5/24/2019,5:11:00,0:00:00,11,12:00 AM,1
6741,MC36T1,916,546826.2895,4888021.55,5/24/2019,5:12:00,0:00:00,12,12:00 AM,1
6742,MC36T1,923,546878.4856,4887992.598,5/24/2019,5:13:00,0:00:00,13,12:00 AM,1
6743,MC36T1,927,546931.9365,4887955.99,5/24/2019,5:14:00,0:00:00,14,12:00 AM,1
6744,MC36T1,930,546931.6229,4887955.099,5/24/2019,5:15:00,0:00:00,15,12:00 AM,1
6745,MC36T1,929.32,546932.1883,4887954.326,5/24/2019,5:15:00,0:00:00,15,12:00 AM,0
